,ONS LA Code,variable,value,year,quarter,PCP
2001,E08000033,2019 Q1,343.0,2019,Q1,0.0
2002,E08000034,2019 Q1,599.0,2019,Q1,0.0
2003,E08000035,2019 Q1,5497.0,2019,Q1,0.0
2004,E08000036,2019 Q1,537.0,2019,Q1,0.0
2005,E06000015,2019 Q1,1159.0,2019,Q1,0.0
2006,E06000016,2019 Q1,722.0,2019,Q1,0.0
2007,E06000018,2019 Q1,546.0,2019,Q1,0.0
2008,E06000017,2019 Q1,123.0,2019,Q1,0.0
2009,E10000007,2019 Q1,2190.0,2019,Q1,0.0
2010,E07000032,2019 Q1,261.0,2019,Q1,0.0
2011,E07000033,2019 Q1,102.0,2019,Q1,0.0
2012,E07000034,2019 Q1,742.0,2019,Q1,0.0
2013,E07000035,2019 Q1,194.0,2019,Q1,0.0
2014,E07000036,2019 Q1,321.0,2019,Q1,0.0
2015,E07000037,2019 Q1,163.0,2019,Q1,0.0
2016,E07000038,2019 Q1,207.0,2019,Q1,0.0
2017,E07000039,2019 Q1,200.0,2019,Q1,0.0
2018,E10000018,2019 Q1,1616.0,2019,Q1,0.0
2019,E07000129,2019 Q1,275.0,2019,Q1,0.0
2020,E07000130,2019 Q1,363.0,2019,Q1,0.0
2021,E07000131,2019 Q1,288.0,2019,Q1,0.0
2022,E07000132,2019 Q1,219.0,2019,Q1,0.0
2023,E07000133,2019 Q1,124.0,2019,Q1,0.0
2024,E07000134,2019 Q1,243.0,2019,Q1,0.0
2025,E07000135,2019 Q1,98.0,2019,Q1,0.0
2026,E07000136,2019 Q1,94.0,2019,Q1,0.0
2027,E07000138,2019 Q1,126.0,2019,Q1,0.0
2028,E07000139,2019 Q1,217.0,2019,Q1,0.0
2029,E07000140,2019 Q1,147.0,2019,Q1,0.0
2030,E07000141,2019 Q1,260.0,2019,Q1,0.0
2031,E07000142,2019 Q1,201.0,2019,Q1,0.0
2032,E07000150,2019 Q1,105.0,2019,Q1,0.0
2033,E07000152,2019 Q1,198.0,2019,Q1,0.0
2034,E07000153,2019 Q1,823.0,2019,Q1,0.0
2035,E07000155,2019 Q1,397.0,2019,Q1,0.0
2036,E07000156,2019 Q1,138.0,2019,Q1,0.0
2037,E10000024,2019 Q1,1561.0,2019,Q1,0.0
2038,E07000170,2019 Q1,163.0,2019,Q1,0.0
2039,E07000171,2019 Q1,183.0,2019,Q1,0.0
2040,E07000172,2019 Q1,210.0,2019,Q1,0.0
2041,E07000173,2019 Q1,243.0,2019,Q1,0.0
2042,E07000174,2019 Q1,146.0,2019,Q1,0.0
2043,E07000175,2019 Q1,260.0,2019,Q1,0.0
2044,E07000176,2019 Q1,356.0,2019,Q1,0.0
2045,E06000051,2019 Q1,849.0,2019,Q1,0.0
2046,E10000028,2019 Q1,1787.0,2019,Q1,0.0
2047,E07000192,2019 Q1,204.0,2019,Q1,0.0
2048,E07000195,2019 Q1,214.0,2019,Q1,0.0
2049,E07000196,2019 Q1,204.0,2019,Q1,0.0
2050,E07000197,2019 Q1,302.0,2019,Q1,0.0
2051,E07000218,2019 Q1,169.0,2019,Q1,0.0
2052,E07000219,2019 Q1,151.0,2019,Q1,0.0
2053,E07000221,2019 Q1,632.0,2019,Q1,0.0
2054,E07000222,2019 Q1,440.0,2019,Q1,0.0
2055,E11000005,2019 Q1,21228.0,2019,Q1,0.0
2056,E08000026,2019 Q1,438.0,2019,Q1,0.0
2057,E08000027,2019 Q1,462.0,2019,Q1,0.0
2058,E08000028,2019 Q1,350.0,2019,Q1,0.0
2059,E08000029,2019 Q1,1935.0,2019,Q1,0.0
2060,E08000031,2019 Q1,226.0,2019,Q1,0.0
2061,E10000034,2019 Q1,1546.0,2019,Q1,0.0
2062,E07000234,2019 Q1,385.0,2019,Q1,0.0
2063,E07000235,2019 Q1,249.0,2019,Q1,0.0
2064,E07000236,2019 Q1,130.0,2019,Q1,0.0
2065,E07000238,2019 Q1,437.0,2019,Q1,0.0
2066,E07000239,2019 Q1,175.0,2019,Q1,0.0
2067,E06000055,2019 Q1,606.0,2019,Q1,0.0
2068,E06000032,2019 Q1,347.0,2019,Q1,0.0
2069,E06000031,2019 Q1,10951.0,2019,Q1,0.0
2070,E06000033,2019 Q1,252.0,2019,Q1,0.0
2071,E10000003,2019 Q1,2358.0,2019,Q1,0.0
2072,E07000008,2019 Q1,343.0,2019,Q1,0.0
2073,E07000009,2019 Q1,255.0,2019,Q1,0.0
2074,E07000010,2019 Q1,134.0,2019,Q1,0.0
2075,E07000012,2019 Q1,732.0,2019,Q1,0.0
2076,E10000012,2019 Q1,3037.0,2019,Q1,0.0
2077,E07000066,2019 Q1,350.0,2019,Q1,0.0
2078,E07000067,2019 Q1,254.0,2019,Q1,0.0
2079,E07000068,2019 Q1,246.0,2019,Q1,0.0
2080,E07000070,2019 Q1,373.0,2019,Q1,0.0
2081,E07000071,2019 Q1,310.0,2019,Q1,0.0
2082,E07000072,2019 Q1,488.0,2019,Q1,0.0
2083,E07000073,2019 Q1,111.0,2019,Q1,0.0
2084,E07000074,2019 Q1,135.0,2019,Q1,0.0
2085,E07000075,2019 Q1,150.0,2019,Q1,0.0
2086,E07000077,2019 Q1,339.0,2019,Q1,0.0
2087,E10000015,2019 Q1,4976.0,2019,Q1,0.0
2088,E07000096,2019 Q1,551.0,2019,Q1,0.0
2089,E07000242,2019 Q1,518.0,2019,Q1,0.0
2090,E07000099,2019 Q1,448.0,2019,Q1,0.0
2091,E07000240,2019 Q1,618.0,2019,Q1,0.0
2092,E07000243,2019 Q1,125.0,2019,Q1,0.0
2093,E07000102,2019 Q1,387.0,2019,Q1,0.0
2094,E07000241,2019 Q1,333.0,2019,Q1,0.0
2095,E10000020,2019 Q1,1539.0,2019,Q1,0.0
2096,E07000143,2019 Q1,207.0,2019,Q1,0.0
2097,E07000145,2019 Q1,77.0,2019,Q1,0.0
2098,E07000146,2019 Q1,222.0,2019,Q1,0.0
2099,E07000149,2019 Q1,358.0,2019,Q1,0.0
2100,E07000200,2019 Q1,202.0,2019,Q1,0.0
2101,E07000201,2019 Q1,127.0,2019,Q1,0.0
2102,E07000202,2019 Q1,153.0,2019,Q1,0.0
2103,E07000204,2019 Q1,254.0,2019,Q1,0.0
2104,E07000206,2019 Q1,185.0,2019,Q1,0.0
2105,E09000007,2019 Q1,1260.0,2019,Q1,0.0
2106,E09000001,2019 Q1,158.0,2019,Q1,0.0
2107,E09000012,2019 Q1,471.0,2019,Q1,0.0
2108,E09000013,2019 Q1,999.0,2019,Q1,0.0
2109,E09000020,2019 Q1,1123.0,2019,Q1,0.0
2110,E09000023,2019 Q1,463.0,2019,Q1,0.0
2111,E09000025,2019 Q1,426.0,2019,Q1,0.0
2112,E09000032,2019 Q1,967.0,2019,Q1,0.0
2113,E09000033,2019 Q1,2297.0,2019,Q1,0.0
2114,E12000007,2019 Q1,16066.0,2019,Q1,0.0
2115,E09000004,2019 Q1,542.0,2019,Q1,0.0
2116,E09000006,2019 Q1,911.0,2019,Q1,0.0
2117,E09000008,2019 Q1,854.0,2019,Q1,0.0
2118,E09000009,2019 Q1,1549.0,2019,Q1,0.0
2119,E09000010,2019 Q1,745.0,2019,Q1,0.0
2120,E09000011,2019 Q1,546.0,2019,Q1,0.0
2121,E09000015,2019 Q1,761.0,2019,Q1,0.0
2122,E09000016,2019 Q1,493.0,2019,Q1,0.0
2123,E09000024,2019 Q1,1209.0,2019,Q1,0.0
2124,E09000026,2019 Q1,706.0,2019,Q1,0.0
2125,E09000027,2019 Q1,883.0,2019,Q1,0.0
2126,E09000029,2019 Q1,466.0,2019,Q1,0.0
2127,E09000031,2019 Q1,449.0,2019,Q1,0.0
2128,E12000008,2019 Q1,43243.0,2019,Q1,0.0
2129,E06000036,2019 Q1,326.0,2019,Q1,0.0
2130,E06000046,2019 Q1,267.0,2019,Q1,0.0
2131,E06000044,2019 Q1,2116.0,2019,Q1,0.0
2132,E06000038,2019 Q1,285.0,2019,Q1,0.0
2133,E06000045,2019 Q1,326.0,2019,Q1,0.0
2134,E06000037,2019 Q1,974.0,2019,Q1,0.0
2135,E06000040,2019 Q1,633.0,2019,Q1,0.0
2136,E06000041,2019 Q1,645.0,2019,Q1,0.0
2137,E10000002,2019 Q1,2812.0,2019,Q1,0.0
2138,E07000004,2019 Q1,734.0,2019,Q1,0.0
2139,E07000006,2019 Q1,420.0,2019,Q1,0.0
2140,E07000061,2019 Q1,128.0,2019,Q1,0.0
2141,E07000062,2019 Q1,120.0,2019,Q1,0.0
2142,E07000063,2019 Q1,290.0,2019,Q1,0.0
2143,E07000065,2019 Q1,555.0,2019,Q1,0.0
2144,E10000014,2019 Q1,4400.0,2019,Q1,0.0
2145,E07000084,2019 Q1,465.0,2019,Q1,0.0
2146,E07000086,2019 Q1,319.0,2019,Q1,0.0
2147,E07000087,2019 Q1,340.0,2019,Q1,0.0
2148,E07000089,2019 Q1,351.0,2019,Q1,0.0
2149,E07000090,2019 Q1,234.0,2019,Q1,0.0
2150,E07000091,2019 Q1,485.0,2019,Q1,0.0
2151,E07000092,2019 Q1,635.0,2019,Q1,0.0
2152,E07000093,2019 Q1,486.0,2019,Q1,0.0
2153,E07000094,2019 Q1,542.0,2019,Q1,0.0
2154,E10000016,2019 Q1,3613.0,2019,Q1,0.0
2155,E07000108,2019 Q1,175.0,2019,Q1,0.0
2156,E07000109,2019 Q1,190.0,2019,Q1,0.0
2157,E07000111,2019 Q1,474.0,2019,Q1,0.0
2158,E07000112,2019 Q1,182.0,2019,Q1,0.0
2159,E07000113,2019 Q1,214.0,2019,Q1,0.0
2160,E07000114,2019 Q1,194.0,2019,Q1,0.0
2161,E07000115,2019 Q1,474.0,2019,Q1,0.0
2162,E07000116,2019 Q1,414.0,2019,Q1,0.0
2163,E07000179,2019 Q1,643.0,2019,Q1,0.0
2164,E07000180,2019 Q1,479.0,2019,Q1,0.0
2165,E10000030,2019 Q1,5129.0,2019,Q1,0.0
2166,E07000207,2019 Q1,971.0,2019,Q1,0.0
2167,E07000210,2019 Q1,383.0,2019,Q1,0.0
2168,E07000211,2019 Q1,641.0,2019,Q1,0.0
2169,E07000212,2019 Q1,311.0,2019,Q1,0.0
2170,E07000214,2019 Q1,323.0,2019,Q1,0.0
2171,E07000215,2019 Q1,337.0,2019,Q1,0.0
2172,E10000032,2019 Q1,2199.0,2019,Q1,0.0
2173,E07000224,2019 Q1,251.0,2019,Q1,0.0
2174,E07000225,2019 Q1,372.0,2019,Q1,0.0
2175,E07000227,2019 Q1,492.0,2019,Q1,0.0
2176,E07000229,2019 Q1,194.0,2019,Q1,0.0
2177,E12000009,2019 Q1,22952.0,2019,Q1,0.0
2178,E06000023,2019 Q1,813.0,2019,Q1,0.0
2179,E06000026,2019 Q1,206.0,2019,Q1,0.0
2180,E06000025,2019 Q1,2503.0,2019,Q1,0.0
2181,E06000030,2019 Q1,5043.0,2019,Q1,0.0
2182,E06000054,2019 Q1,1447.0,2019,Q1,0.0
2183,E10000008,2019 Q1,2439.0,2019,Q1,0.0
2184,E07000040,2019 Q1,354.0,2019,Q1,0.0
2185,E07000044,2019 Q1,234.0,2019,Q1,0.0
2186,E07000046,2019 Q1,130.0,2019,Q1,0.0
2187,E07000047,2019 Q1,99.0,2019,Q1,0.0
2188,E07000049,2019 Q1,315.0,2019,Q1,0.0
2189,E07000051,2019 Q1,104.0,2019,Q1,0.0
2190,E07000052,2019 Q1,314.0,2019,Q1,0.0
2191,E07000053,2019 Q1,73.0,2019,Q1,0.0
2192,E07000080,2019 Q1,213.0,2019,Q1,0.0
2193,E07000081,2019 Q1,3114.0,2019,Q1,0.0
2194,E10000027,2019 Q1,1125.0,2019,Q1,0.0
2195,E07000187,2019 Q1,291.0,2019,Q1,0.0
2196,E07000188,2019 Q1,198.0,2019,Q1,0.0
2197,E07000189,2019 Q1,350.0,2019,Q1,0.0
2198,E07000191,2019 Q1,59.0,2019,Q1,0.0
2199,W06000005,2019 Q1,216.0,2019,Q1,0.0
2200,W06000006,2019 Q1,165.0,2019,Q1,0.0
2201,W06000023,2019 Q1,224.0,2019,Q1,0.0
2202,W06000008,2019 Q1,80.0,2019,Q1,0.0
2203,W06000009,2019 Q1,158.0,2019,Q1,0.0
2204,W06000012,2019 Q1,87.0,2019,Q1,0.0
2205,W06000015,2019 Q1,493.0,2019,Q1,0.0
2206,W06000016,2019 Q1,158.0,2019,Q1,0.0
2207,W06000024,2019 Q1,34.0,2019,Q1,0.0
2208,W06000018,2019 Q1,139.0,2019,Q1,0.0
2209,W06000019,2019 Q1,31.0,2019,Q1,0.0
2210,W06000020,2019 Q1,78.0,2019,Q1,0.0
2211,S12000033,2019 Q1,427.0,2019,Q1,0.0
2212,S12000005,2019 Q1,79.0,2019,Q1,0.0
2213,S12000006,2019 Q1,192.0,2019,Q1,0.0
2214,S12000042,2019 Q1,382.0,2019,Q1,0.0
2215,S12000010,2019 Q1,255.0,2019,Q1,0.0
2216,S12000011,2019 Q1,294.0,2019,Q1,0.0
2217,S12000014,2019 Q1,200.0,2019,Q1,0.0
2218,S12000047,2019 Q1,648.0,2019,Q1,0.0
2219,S12000017,2019 Q1,355.0,2019,Q1,0.0
2220,S12000018,2019 Q1,95.0,2019,Q1,0.0
2221,S12000019,2019 Q1,204.0,2019,Q1,0.0
2222,S12000044,2019 Q1,331.0,2019,Q1,0.0
2223,S12000023,2019 Q1,232.0,2019,Q1,0.0
2224,S12000048,2019 Q1,386.0,2019,Q1,0.0
2225,S12000027,2019 Q1,46.0,2019,Q1,0.0
2226,S12000029,2019 Q1,479.0,2019,Q1,0.0
2227,S12000030,2019 Q1,1097.0,2019,Q1,0.0
2228,S12000040,2019 Q1,302.0,2019,Q1,0.0
2229,N09000011,2019 Q1,218.0,2019,Q1,0.0
2230,N09000002,2019 Q1,226.0,2019,Q1,0.0
2231,N09000005,2019 Q1,104.0,2019,Q1,0.0
2232,N09000006,2019 Q1,72.0,2019,Q1,0.0
2233,N09000007,2019 Q1,231.0,2019,Q1,0.0
2234,N09000008,2019 Q1,150.0,2019,Q1,0.0
2235,,2019 Q1,,2019,Q1,0.0
2236,,2019 Q1,,2019,Q1,0.0
2237,,2019 Q1,,2019,Q1,0.0
2238,,2019 Q1,,2019,Q1,0.0
2239,,2019 Q1,,2019,Q1,0.0
2240,K02000001,2018 Q4,198259.0,2018,Q4,0.0
2241,K03000001,2018 Q4,195674.0,2018,Q4,0.0
2242,E92000001,2018 Q4,177339.0,2018,Q4,0.0
2243,E12000001,2018 Q4,3495.0,2018,Q4,0.0
2244,E06000047,2018 Q4,696.0,2018,Q4,0.0
2245,E06000005,2018 Q4,180.0,2018,Q4,0.0
2246,E06000001,2018 Q4,76.0,2018,Q4,0.0
2247,E06000002,2018 Q4,65.0,2018,Q4,0.0
2248,E06000057,2018 Q4,675.0,2018,Q4,0.0
2249,E06000003,2018 Q4,82.0,2018,Q4,0.0
2250,E06000004,2018 Q4,227.0,2018,Q4,0.0
2251,E11000007,2018 Q4,1488.0,2018,Q4,0.0
2252,E08000037,2018 Q4,277.0,2018,Q4,0.0
2253,E08000021,2018 Q4,355.0,2018,Q4,0.0
2254,E08000022,2018 Q4,266.0,2018,Q4,0.0
2255,E08000023,2018 Q4,255.0,2018,Q4,0.0
2256,E08000024,2018 Q4,335.0,2018,Q4,0.0
2257,E12000002,2018 Q4,10427.0,2018,Q4,0.0
2258,E06000008,2018 Q4,147.0,2018,Q4,0.0
2259,E06000009,2018 Q4,194.0,2018,Q4,0.0
2260,E06000049,2018 Q4,1303.0,2018,Q4,0.0
2261,E06000050,2018 Q4,788.0,2018,Q4,0.0
2262,E06000006,2018 Q4,181.0,2018,Q4,0.0
2263,E06000007,2018 Q4,390.0,2018,Q4,0.0
2264,E10000006,2018 Q4,596.0,2018,Q4,0.0
2265,E07000026,2018 Q4,92.0,2018,Q4,0.0
2266,E07000027,2018 Q4,49.0,2018,Q4,0.0
2267,E07000028,2018 Q4,116.0,2018,Q4,0.0
2268,E07000029,2018 Q4,77.0,2018,Q4,0.0
2269,E07000030,2018 Q4,65.0,2018,Q4,0.0
2270,E07000031,2018 Q4,197.0,2018,Q4,0.0
2271,E11000001,2018 Q4,3470.0,2018,Q4,0.0
2272,E08000001,2018 Q4,317.0,2018,Q4,0.0
2273,E08000002,2018 Q4,299.0,2018,Q4,0.0
2274,E08000003,2018 Q4,480.0,2018,Q4,0.0
2275,E08000004,2018 Q4,214.0,2018,Q4,0.0
2276,E08000005,2018 Q4,259.0,2018,Q4,0.0
2277,E08000006,2018 Q4,343.0,2018,Q4,0.0
2278,E08000007,2018 Q4,544.0,2018,Q4,0.0
2279,E08000008,2018 Q4,204.0,2018,Q4,0.0
2280,E08000009,2018 Q4,476.0,2018,Q4,0.0
2281,E08000010,2018 Q4,334.0,2018,Q4,0.0
2282,E10000017,2018 Q4,1875.0,2018,Q4,0.0
2283,E07000117,2018 Q4,74.0,2018,Q4,0.0
2284,E07000118,2018 Q4,220.0,2018,Q4,0.0
2285,E07000119,2018 Q4,157.0,2018,Q4,0.0
2286,E07000120,2018 Q4,62.0,2018,Q4,0.0
2287,E07000121,2018 Q4,199.0,2018,Q4,0.0
2288,E07000122,2018 Q4,95.0,2018,Q4,0.0
2289,E07000123,2018 Q4,181.0,2018,Q4,0.0
2290,E07000124,2018 Q4,134.0,2018,Q4,0.0
2291,E07000125,2018 Q4,114.0,2018,Q4,0.0
2292,E07000126,2018 Q4,267.0,2018,Q4,0.0
2293,E07000127,2018 Q4,219.0,2018,Q4,0.0
2294,E07000128,2018 Q4,153.0,2018,Q4,0.0
2295,E08000011,2018 Q4,120.0,2018,Q4,0.0
2296,E08000012,2018 Q4,358.0,2018,Q4,0.0
2297,E08000014,2018 Q4,436.0,2018,Q4,0.0
2298,E08000013,2018 Q4,157.0,2018,Q4,0.0
2299,E08000015,2018 Q4,408.0,2018,Q4,0.0
2300,E12000003,2018 Q4,12558.0,2018,Q4,0.0
2301,E06000011,2018 Q4,495.0,2018,Q4,0.0
2302,E06000010,2018 Q4,194.0,2018,Q4,0.0
2303,E06000012,2018 Q4,178.0,2018,Q4,0.0
2304,E06000013,2018 Q4,209.0,2018,Q4,0.0
2305,E06000014,2018 Q4,435.0,2018,Q4,0.0
2306,E10000023,2018 Q4,1203.0,2018,Q4,0.0
2307,E07000163,2018 Q4,104.0,2018,Q4,0.0
2308,E07000164,2018 Q4,180.0,2018,Q4,0.0
2309,E07000165,2018 Q4,452.0,2018,Q4,0.0
2310,E07000166,2018 Q4,85.0,2018,Q4,0.0
2311,E07000167,2018 Q4,105.0,2018,Q4,0.0
2312,E07000168,2018 Q4,110.0,2018,Q4,0.0
2313,E07000169,2018 Q4,167.0,2018,Q4,0.0
2314,E11000003,2018 Q4,2943.0,2018,Q4,0.0
2315,E08000016,2018 Q4,288.0,2018,Q4,0.0
2316,E08000017,2018 Q4,1284.0,2018,Q4,0.0
2317,E08000018,2018 Q4,305.0,2018,Q4,0.0
2318,E08000019,2018 Q4,1066.0,2018,Q4,0.0
2319,E11000006,2018 Q4,6899.0,2018,Q4,0.0
2320,E08000032,2018 Q4,568.0,2018,Q4,0.0
2321,E08000033,2018 Q4,318.0,2018,Q4,0.0
2322,E08000034,2018 Q4,557.0,2018,Q4,0.0
2323,E08000035,2018 Q4,4994.0,2018,Q4,0.0
2324,E08000036,2018 Q4,462.0,2018,Q4,0.0
2325,E06000015,2018 Q4,1094.0,2018,Q4,0.0
2326,E06000016,2018 Q4,699.0,2018,Q4,0.0
2327,E06000018,2018 Q4,504.0,2018,Q4,0.0
2328,E06000017,2018 Q4,115.0,2018,Q4,0.0
2329,E10000007,2018 Q4,2011.0,2018,Q4,0.0
2330,E07000032,2018 Q4,254.0,2018,Q4,0.0
2331,E07000033,2018 Q4,95.0,2018,Q4,0.0
2332,E07000034,2018 Q4,639.0,2018,Q4,0.0
2333,E07000035,2018 Q4,178.0,2018,Q4,0.0
2334,E07000036,2018 Q4,304.0,2018,Q4,0.0
2335,E07000037,2018 Q4,160.0,2018,Q4,0.0
2336,E07000038,2018 Q4,193.0,2018,Q4,0.0
2337,E07000039,2018 Q4,188.0,2018,Q4,0.0
2338,E10000018,2018 Q4,1542.0,2018,Q4,0.0
2339,E07000129,2018 Q4,281.0,2018,Q4,0.0
2340,E07000130,2018 Q4,349.0,2018,Q4,0.0
2341,E07000131,2018 Q4,260.0,2018,Q4,0.0
2342,E07000132,2018 Q4,209.0,2018,Q4,0.0
2343,E07000133,2018 Q4,113.0,2018,Q4,0.0
2344,E07000134,2018 Q4,232.0,2018,Q4,0.0
2345,E07000135,2018 Q4,93.0,2018,Q4,0.0
2346,E07000136,2018 Q4,83.0,2018,Q4,0.0
2347,E07000138,2018 Q4,114.0,2018,Q4,0.0
2348,E07000139,2018 Q4,209.0,2018,Q4,0.0
2349,E07000140,2018 Q4,130.0,2018,Q4,0.0
2350,E07000141,2018 Q4,246.0,2018,Q4,0.0
2351,E07000142,2018 Q4,191.0,2018,Q4,0.0
2352,E07000150,2018 Q4,101.0,2018,Q4,0.0
2353,E07000152,2018 Q4,189.0,2018,Q4,0.0
2354,E07000153,2018 Q4,787.0,2018,Q4,0.0
2355,E07000155,2018 Q4,346.0,2018,Q4,0.0
2356,E07000156,2018 Q4,122.0,2018,Q4,0.0
2357,E10000024,2018 Q4,1453.0,2018,Q4,0.0
2358,E07000170,2018 Q4,149.0,2018,Q4,0.0
2359,E07000171,2018 Q4,171.0,2018,Q4,0.0
2360,E07000172,2018 Q4,198.0,2018,Q4,0.0
2361,E07000173,2018 Q4,226.0,2018,Q4,0.0
2362,E07000174,2018 Q4,141.0,2018,Q4,0.0
2363,E07000175,2018 Q4,247.0,2018,Q4,0.0
2364,E07000176,2018 Q4,321.0,2018,Q4,0.0
2365,E06000051,2018 Q4,797.0,2018,Q4,0.0
2366,E10000028,2018 Q4,1652.0,2018,Q4,0.0
2367,E07000192,2018 Q4,191.0,2018,Q4,0.0
2368,E07000195,2018 Q4,191.0,2018,Q4,0.0
2369,E07000196,2018 Q4,195.0,2018,Q4,0.0
2370,E07000197,2018 Q4,263.0,2018,Q4,0.0
2371,E07000218,2018 Q4,173.0,2018,Q4,0.0
2372,E07000219,2018 Q4,141.0,2018,Q4,0.0
2373,E07000221,2018 Q4,726.0,2018,Q4,0.0
2374,E07000222,2018 Q4,419.0,2018,Q4,0.0
2375,E11000005,2018 Q4,20210.0,2018,Q4,0.0
2376,E08000026,2018 Q4,410.0,2018,Q4,0.0
2377,E08000027,2018 Q4,440.0,2018,Q4,0.0
2378,E08000028,2018 Q4,332.0,2018,Q4,0.0
2379,E08000029,2018 Q4,1864.0,2018,Q4,0.0
2380,E08000031,2018 Q4,223.0,2018,Q4,0.0
2381,E10000034,2018 Q4,1498.0,2018,Q4,0.0
2382,E07000234,2018 Q4,361.0,2018,Q4,0.0
2383,E07000235,2018 Q4,243.0,2018,Q4,0.0
2384,E07000236,2018 Q4,126.0,2018,Q4,0.0
2385,E07000238,2018 Q4,441.0,2018,Q4,0.0
2386,E07000239,2018 Q4,168.0,2018,Q4,0.0
2387,E06000055,2018 Q4,597.0,2018,Q4,0.0
2388,E06000032,2018 Q4,325.0,2018,Q4,0.0
2389,E06000031,2018 Q4,10669.0,2018,Q4,0.0
2390,E06000033,2018 Q4,232.0,2018,Q4,0.0
2391,E10000003,2018 Q4,2227.0,2018,Q4,0.0
2392,E07000008,2018 Q4,314.0,2018,Q4,0.0
2393,E07000009,2018 Q4,246.0,2018,Q4,0.0
2394,E07000010,2018 Q4,127.0,2018,Q4,0.0
2395,E07000012,2018 Q4,681.0,2018,Q4,0.0
2396,E10000012,2018 Q4,2771.0,2018,Q4,0.0
2397,E07000066,2018 Q4,328.0,2018,Q4,0.0
2398,E07000067,2018 Q4,232.0,2018,Q4,0.0
2399,E07000068,2018 Q4,237.0,2018,Q4,0.0
2400,E07000070,2018 Q4,350.0,2018,Q4,0.0
2401,E07000071,2018 Q4,272.0,2018,Q4,0.0
2402,E07000072,2018 Q4,421.0,2018,Q4,0.0
2403,E07000073,2018 Q4,97.0,2018,Q4,0.0
2404,E07000074,2018 Q4,121.0,2018,Q4,0.0
2405,E07000075,2018 Q4,136.0,2018,Q4,0.0
2406,E07000077,2018 Q4,301.0,2018,Q4,0.0
2407,E10000015,2018 Q4,4608.0,2018,Q4,0.0
2408,E07000096,2018 Q4,503.0,2018,Q4,0.0
2409,E07000242,2018 Q4,481.0,2018,Q4,0.0
2410,E07000099,2018 Q4,408.0,2018,Q4,0.0
2411,E07000240,2018 Q4,576.0,2018,Q4,0.0
2412,E07000243,2018 Q4,120.0,2018,Q4,0.0
2413,E07000102,2018 Q4,347.0,2018,Q4,0.0
2414,E07000241,2018 Q4,299.0,2018,Q4,0.0
2415,E10000020,2018 Q4,1446.0,2018,Q4,0.0
2416,E07000143,2018 Q4,198.0,2018,Q4,0.0
2417,E07000145,2018 Q4,67.0,2018,Q4,0.0
2418,E07000146,2018 Q4,224.0,2018,Q4,0.0
2419,E07000149,2018 Q4,336.0,2018,Q4,0.0
2420,E07000200,2018 Q4,193.0,2018,Q4,0.0
2421,E07000201,2018 Q4,108.0,2018,Q4,0.0
2422,E07000202,2018 Q4,148.0,2018,Q4,0.0
2423,E07000204,2018 Q4,254.0,2018,Q4,0.0
2424,E07000206,2018 Q4,181.0,2018,Q4,0.0
2425,E09000007,2018 Q4,1171.0,2018,Q4,0.0
2426,E09000001,2018 Q4,142.0,2018,Q4,0.0
2427,E09000012,2018 Q4,428.0,2018,Q4,0.0
2428,E09000013,2018 Q4,821.0,2018,Q4,0.0
2429,E09000020,2018 Q4,1041.0,2018,Q4,0.0
2430,E09000023,2018 Q4,395.0,2018,Q4,0.0
2431,E09000025,2018 Q4,349.0,2018,Q4,0.0
2432,E09000032,2018 Q4,850.0,2018,Q4,0.0
2433,E09000033,2018 Q4,1979.0,2018,Q4,0.0
2434,E12000007,2018 Q4,14225.0,2018,Q4,0.0
2435,E09000004,2018 Q4,475.0,2018,Q4,0.0
2436,E09000006,2018 Q4,826.0,2018,Q4,0.0
2437,E09000008,2018 Q4,786.0,2018,Q4,0.0
2438,E09000009,2018 Q4,1173.0,2018,Q4,0.0
2439,E09000010,2018 Q4,651.0,2018,Q4,0.0
2440,E09000011,2018 Q4,486.0,2018,Q4,0.0
2441,E09000015,2018 Q4,671.0,2018,Q4,0.0
2442,E09000016,2018 Q4,447.0,2018,Q4,0.0
2443,E09000024,2018 Q4,1166.0,2018,Q4,0.0
2444,E09000026,2018 Q4,608.0,2018,Q4,0.0
2445,E09000027,2018 Q4,786.0,2018,Q4,0.0
2446,E09000029,2018 Q4,406.0,2018,Q4,0.0
2447,E09000031,2018 Q4,389.0,2018,Q4,0.0
2448,E12000008,2018 Q4,40948.0,2018,Q4,0.0
2449,E06000036,2018 Q4,326.0,2018,Q4,0.0
2450,E06000046,2018 Q4,242.0,2018,Q4,0.0
2451,E06000044,2018 Q4,2058.0,2018,Q4,0.0
2452,E06000038,2018 Q4,249.0,2018,Q4,0.0
2453,E06000045,2018 Q4,293.0,2018,Q4,0.0
2454,E06000037,2018 Q4,1046.0,2018,Q4,0.0
2455,E06000040,2018 Q4,644.0,2018,Q4,0.0
2456,E06000041,2018 Q4,598.0,2018,Q4,0.0
2457,E10000002,2018 Q4,2607.0,2018,Q4,0.0
2458,E07000004,2018 Q4,689.0,2018,Q4,0.0
2459,E07000006,2018 Q4,390.0,2018,Q4,0.0
2460,E07000061,2018 Q4,115.0,2018,Q4,0.0
2461,E07000062,2018 Q4,117.0,2018,Q4,0.0
2462,E07000063,2018 Q4,269.0,2018,Q4,0.0
2463,E07000065,2018 Q4,513.0,2018,Q4,0.0
2464,E10000014,2018 Q4,4186.0,2018,Q4,0.0
